order_uid,accept_time,delivery_time,transit_hours,courier_id
C056_60,2023-10-20,2023-10-20,0.0,C056
C056_61,2023-11-05,2023-11-05,0.0,C056
C056_62,2023-11-12,2023-11-12,0.0,C056
C056_63,2023-11-16,2023-11-16,0.0,C056
C056_64,2023-11-17,2023-11-17,0.0,C056
C056_65,2023-11-18,2023-11-18,0.0,C056
C056_66,2023-11-21,2023-11-21,0.0,C056
C056_67,2023-11-27,2023-11-27,0.0,C056
C056_68,2023-11-28,2023-11-28,0.0,C056
C056_69,2023-11-29,2023-11-29,0.0,C056
C056_7,2023-02-09,2023-02-09,0.0,C056
C056_70,2023-12-02,2023-12-02,0.0,C056
C056_71,2023-12-08,2023-12-08,0.0,C056
C056_72,2023-12-20,2023-12-20,0.0,C056
C056_73,2023-12-22,2023-12-22,0.0,C056
C056_74,2023-12-24,2023-12-24,0.0,C056
C056_75,2023-12-28,2023-12-28,0.0,C056
C056_76,2023-12-29,2023-12-29,0.0,C056
C056_77,2023-12-31,2023-12-31,0.0,C056
C056_8,2023-02-12,2023-02-12,0.0,C056
C056_9,2023-02-15,2023-02-15,0.0,C056
C057_0,2023-01-08,2023-01-08,0.0,C057
C057_1,2023-01-09,2023-01-09,0.0,C057
C057_10,2023-02-22,2023-02-22,0.0,C057
C057_11,2023-02-27,2023-02-27,0.0,C057
C057_12,2023-03-01,2023-03-01,0.0,C057
C057_13,2023-03-03,2023-03-03,0.0,C057
C057_14,2023-03-11,2023-03-11,0.0,C057
C057_15,2023-03-13,2023-03-13,0.0,C057
C057_16,2023-03-21,2023-03-21,0.0,C057
C057_17,2023-03-25,2023-03-25,0.0,C057
C057_18,2023-04-07,2023-04-07,0.0,C057
C057_19,2023-04-08,2023-04-08,0.0,C057
C057_2,2023-01-15,2023-01-15,0.0,C057
C057_20,2023-04-09,2023-04-09,0.0,C057
C057_21,2023-04-10,2023-04-10,0.0,C057
C057_22,2023-04-11,2023-04-11,0.0,C057
C057_23,2023-04-13,2023-04-13,0.0,C057
C057_24,2023-04-19,2023-04-19,0.0,C057
C057_25,2023-04-21,2023-04-21,0.0,C057
C057_26,2023-04-22,2023-04-22,0.0,C057
C057_27,2023-04-23,2023-04-23,0.0,C057
C057_28,2023-05-08,2023-05-08,0.0,C057
C057_29,2023-05-09,2023-05-09,0.0,C057
C057_3,2023-01-21,2023-01-21,0.0,C057
C057_30,2023-05-15,2023-05-15,0.0,C057
C057_31,2023-05-20,2023-05-20,0.0,C057
C057_32,2023-05-25,2023-05-25,0.0,C057
C057_33,2023-05-31,2023-05-31,0.0,C057
C057_34,2023-06-01,2023-06-01,0.0,C057
C057_35,2023-06-06,2023-06-06,0.0,C057
C057_36,2023-06-16,2023-06-16,0.0,C057
C057_37,2023-06-25,2023-06-25,0.0,C057
C057_38,2023-06-27,2023-06-27,0.0,C057
C057_39,2023-06-28,2023-06-28,0.0,C057
C057_4,2023-01-22,2023-01-22,0.0,C057
C057_40,2023-07-02,2023-07-02,0.0,C057
C057_41,2023-07-04,2023-07-04,0.0,C057
C057_42,2023-07-09,2023-07-09,0.0,C057
C057_43,2023-07-20,2023-07-20,0.0,C057
C057_44,2023-07-25,2023-07-25,0.0,C057
C057_45,2023-07-28,2023-07-28,0.0,C057
C057_46,2023-08-04,2023-08-04,0.0,C057
C057_47,2023-08-08,2023-08-08,0.0,C057
C057_48,2023-08-11,2023-08-11,0.0,C057
C057_49,2023-08-16,2023-08-16,0.0,C057
C057_5,2023-01-23,2023-01-23,0.0,C057
C057_50,2023-08-17,2023-08-17,0.0,C057
C057_51,2023-08-18,2023-08-18,0.0,C057
C057_52,2023-08-19,2023-08-19,0.0,C057
C057_53,2023-08-21,2023-08-21,0.0,C057
C057_54,2023-08-27,2023-08-27,0.0,C057
C057_55,2023-08-29,2023-08-29,0.0,C057
C057_56,2023-08-31,2023-08-31,0.0,C057
C057_57,2023-09-02,2023-09-02,0.0,C057
C057_58,2023-09-03,2023-09-03,0.0,C057
C057_59,2023-09-05,2023-09-05,0.0,C057
C057_6,2023-01-27,2023-01-27,0.0,C057
C057_60,2023-09-06,2023-09-06,0.0,C057
C057_61,2023-09-16,2023-09-16,0.0,C057
C057_62,2023-09-22,2023-09-22,0.0,C057
C057_63,2023-09-28,2023-09-28,0.0,C057
C057_64,2023-09-29,2023-09-29,0.0,C057
C057_65,2023-10-01,2023-10-01,0.0,C057
C057_66,2023-10-03,2023-10-03,0.0,C057
C057_67,2023-10-05,2023-10-05,0.0,C057
C057_68,2023-10-06,2023-10-06,0.0,C057
C057_69,2023-10-08,2023-10-08,0.0,C057
C057_7,2023-01-30,2023-01-30,0.0,C057
C057_70,2023-10-09,2023-10-09,0.0,C057
C057_71,2023-10-11,2023-10-11,0.0,C057
C057_72,2023-10-12,2023-10-12,0.0,C057
C057_73,2023-10-13,2023-10-13,0.0,C057
C057_74,2023-10-15,2023-10-15,0.0,C057
C057_75,2023-10-17,2023-10-17,0.0,C057
C057_76,2023-10-19,2023-10-19,0.0,C057
C057_77,2023-10-26,2023-10-26,0.0,C057
C057_78,2023-10-28,2023-10-28,0.0,C057
C057_79,2023-11-03,2023-11-03,0.0,C057
C057_8,2023-02-09,2023-02-09,0.0,C057
C057_80,2023-11-07,2023-11-07,0.0,C057
C057_81,2023-11-10,2023-11-10,0.0,C057
C057_82,2023-11-13,2023-11-13,0.0,C057
C057_83,2023-11-14,2023-11-14,0.0,C057
C057_84,2023-11-17,2023-11-17,0.0,C057
C057_85,2023-11-24,2023-11-24,0.0,C057
C057_86,2023-12-03,2023-12-03,0.0,C057
C057_87,2023-12-07,2023-12-07,0.0,C057
C057_88,2023-12-09,2023-12-09,0.0,C057
C057_89,2023-12-14,2023-12-14,0.0,C057
C057_9,2023-02-12,2023-02-12,0.0,C057
C057_90,2023-12-17,2023-12-17,0.0,C057
C057_91,2023-12-19,2023-12-19,0.0,C057
C057_92,2023-12-23,2023-12-23,0.0,C057
C057_93,2023-12-30,2023-12-30,0.0,C057
C058_0,2023-01-04,2023-01-04,0.0,C058
C058_1,2023-01-06,2023-01-06,0.0,C058
C058_10,2023-02-01,2023-02-01,0.0,C058
C058_11,2023-02-02,2023-02-02,0.0,C058
C058_12,2023-02-03,2023-02-03,0.0,C058
C058_13,2023-02-05,2023-02-05,0.0,C058
C058_14,2023-02-09,2023-02-09,0.0,C058
C058_15,2023-02-12,2023-02-12,0.0,C058
C058_16,2023-02-14,2023-02-14,0.0,C058
C058_17,2023-02-17,2023-02-17,0.0,C058
C058_18,2023-02-18,2023-02-18,0.0,C058
C058_19,2023-02-22,2023-02-22,0.0,C058
C058_2,2023-01-08,2023-01-08,0.0,C058
C058_20,2023-02-23,2023-02-23,0.0,C058
C058_21,2023-02-25,2023-02-25,0.0,C058
C058_22,2023-03-02,2023-03-02,0.0,C058
C058_23,2023-03-05,2023-03-05,0.0,C058
C058_24,2023-03-08,2023-03-08,0.0,C058
C058_25,2023-03-09,2023-03-09,0.0,C058
C058_26,2023-03-11,2023-03-11,0.0,C058
C058_27,2023-03-21,2023-03-21,0.0,C058
C058_28,2023-03-24,2023-03-24,0.0,C058
C058_29,2023-03-28,2023-03-28,0.0,C058
C058_3,2023-01-10,2023-01-10,0.0,C058
C058_30,2023-04-03,2023-04-03,0.0,C058
C058_31,2023-04-04,2023-04-04,0.0,C058
C058_32,2023-04-07,2023-04-07,0.0,C058
C058_33,2023-04-08,2023-04-08,0.0,C058
C058_34,2023-04-13,2023-04-13,0.0,C058
C058_35,2023-04-14,2023-04-14,0.0,C058
C058_36,2023-04-17,2023-04-17,0.0,C058
C058_37,2023-04-22,2023-04-22,0.0,C058
C058_38,2023-04-23,2023-04-23,0.0,C058
C058_39,2023-04-26,2023-04-26,0.0,C058
C058_4,2023-01-15,2023-01-15,0.0,C058
C058_40,2023-04-30,2023-04-30,0.0,C058
C058_41,2023-05-01,2023-05-01,0.0,C058
C058_42,2023-05-09,2023-05-09,0.0,C058
C058_43,2023-05-10,2023-05-10,0.0,C058
C058_44,2023-05-19,2023-05-19,0.0,C058
C058_45,2023-05-20,2023-05-20,0.0,C058
C058_46,2023-05-23,2023-05-23,0.0,C058
C058_47,2023-06-01,2023-06-01,0.0,C058
C058_48,2023-06-03,2023-06-03,0.0,C058
C058_49,2023-06-06,2023-06-06,0.0,C058
C058_5,2023-01-16,2023-01-16,0.0,C058
C058_50,2023-06-15,2023-06-15,0.0,C058
C058_51,2023-06-24,2023-06-24,0.0,C058
C058_52,2023-06-26,2023-06-26,0.0,C058
C058_53,2023-06-27,2023-06-27,0.0,C058
C058_54,2023-07-02,2023-07-02,0.0,C058
C058_55,2023-07-04,2023-07-04,0.0,C058
C058_56,2023-07-11,2023-07-11,0.0,C058
C058_57,2023-07-13,2023-07-13,0.0,C058
C058_58,2023-07-18,2023-07-18,0.0,C058
C058_59,2023-07-24,2023-07-24,0.0,C058
C058_6,2023-01-19,2023-01-19,0.0,C058
C058_60,2023-08-01,2023-08-01,0.0,C058
C058_61,2023-08-02,2023-08-02,0.0,C058
C058_62,2023-08-06,2023-08-06,0.0,C058
C058_63,2023-08-09,2023-08-09,0.0,C058
C058_64,2023-08-12,2023-08-12,0.0,C058
C058_65,2023-08-13,2023-08-13,0.0,C058
C058_66,2023-08-17,2023-08-17,0.0,C058
C058_67,2023-08-26,2023-08-26,0.0,C058
C058_68,2023-08-27,2023-08-27,0.0,C058
C058_69,2023-09-03,2023-09-03,0.0,C058
C058_7,2023-01-23,2023-01-23,0.0,C058
C058_70,2023-09-05,2023-09-05,0.0,C058
C058_71,2023-09-06,2023-09-06,0.0,C058
C058_72,2023-09-08,2023-09-08,0.0,C058
C058_73,2023-09-11,2023-09-11,0.0,C058
C058_74,2023-09-12,2023-09-12,0.0,C058
C058_75,2023-09-14,2023-09-14,0.0,C058
C058_76,2023-09-16,2023-09-16,0.0,C058
C058_77,2023-09-18,2023-09-18,0.0,C058
C058_78,2023-09-21,2023-09-21,0.0,C058
C058_79,2023-09-24,2023-09-24,0.0,C058
C058_8,2023-01-26,2023-01-26,0.0,C058
C058_80,2023-09-29,2023-09-29,0.0,C058
C058_81,2023-10-06,2023-10-06,0.0,C058
C058_82,2023-10-10,2023-10-10,0.0,C058
C058_83,2023-10-25,2023-10-25,0.0,C058
C058_84,2023-10-28,2023-10-28,0.0,C058
C058_85,2023-10-29,2023-10-29,0.0,C058
C058_86,2023-11-11,2023-11-11,0.0,C058
C058_87,2023-11-12,2023-11-12,0.0,C058
C058_88,2023-11-25,2023-11-25,0.0,C058
C058_89,2023-11-28,2023-11-28,0.0,C058
C058_9,2023-01-31,2023-01-31,0.0,C058
C058_90,2023-11-29,2023-11-29,0.0,C058
C058_91,2023-12-09,2023-12-09,0.0,C058
C058_92,2023-12-11,2023-12-11,0.0,C058
C058_93,2023-12-14,2023-12-14,0.0,C058
C058_94,2023-12-21,2023-12-21,0.0,C058
C058_95,2023-12-24,2023-12-24,0.0,C058
C058_96,2023-12-26,2023-12-26,0.0,C058
C058_97,2023-12-30,2023-12-30,0.0,C058
C059_0,2023-01-07,2023-01-07,0.0,C059
C059_1,2023-01-11,2023-01-11,0.0,C059
C059_10,2023-02-14,2023-02-14,0.0,C059
C059_11,2023-02-16,2023-02-16,0.0,C059
C059_12,2023-02-27,2023-02-27,0.0,C059
C059_13,2023-03-02,2023-03-02,0.0,C059
C059_14,2023-03-03,2023-03-03,0.0,C059
C059_15,2023-03-05,2023-03-05,0.0,C059
C059_16,2023-03-09,2023-03-09,0.0,C059
C059_17,2023-03-11,2023-03-11,0.0,C059
C059_18,2023-03-17,2023-03-17,0.0,C059
C059_19,2023-04-10,2023-04-10,0.0,C059
C059_2,2023-01-13,2023-01-13,0.0,C059
C059_20,2023-04-13,2023-04-13,0.0,C059
C059_21,2023-04-14,2023-04-14,0.0,C059
C059_22,2023-04-16,2023-04-16,0.0,C059
C059_23,2023-04-22,2023-04-22,0.0,C059
C059_24,2023-04-24,2023-04-24,0.0,C059
C059_25,2023-04-28,2023-04-28,0.0,C059
C059_26,2023-05-01,2023-05-01,0.0,C059
C059_27,2023-05-06,2023-05-06,0.0,C059
C059_28,2023-05-15,2023-05-15,0.0,C059
C059_29,2023-05-20,2023-05-20,0.0,C059
C059_3,2023-01-14,2023-01-14,0.0,C059
C059_30,2023-05-27,2023-05-27,0.0,C059
C059_31,2023-06-02,2023-06-02,0.0,C059
C059_32,2023-06-04,2023-06-04,0.0,C059
C059_33,2023-06-05,2023-06-05,0.0,C059
C059_34,2023-06-12,2023-06-12,0.0,C059
C059_35,2023-06-14,2023-06-14,0.0,C059
C059_36,2023-06-15,2023-06-15,0.0,C059
C059_37,2023-06-18,2023-06-18,0.0,C059
C059_38,2023-06-19,2023-06-19,0.0,C059
C059_39,2023-06-23,2023-06-23,0.0,C059
C059_4,2023-01-18,2023-01-18,0.0,C059
C059_40,2023-06-24,2023-06-24,0.0,C059
C059_41,2023-06-27,2023-06-27,0.0,C059
C059_42,2023-07-02,2023-07-02,0.0,C059
C059_43,2023-07-15,2023-07-15,0.0,C059
C059_44,2023-07-21,2023-07-21,0.0,C059
C059_45,2023-07-23,2023-07-23,0.0,C059
C059_46,2023-07-26,2023-07-26,0.0,C059
C059_47,2023-07-28,2023-07-28,0.0,C059
C059_48,2023-07-30,2023-07-30,0.0,C059
C059_49,2023-08-03,2023-08-03,0.0,C059
C059_5,2023-01-19,2023-01-19,0.0,C059
C059_50,2023-08-04,2023-08-04,0.0,C059
C059_51,2023-08-05,2023-08-05,0.0,C059
C059_52,2023-08-08,2023-08-08,0.0,C059
C059_53,2023-08-09,2023-08-09,0.0,C059
C059_54,2023-08-13,2023-08-13,0.0,C059
C059_55,2023-08-16,2023-08-16,0.0,C059
C059_56,2023-08-20,2023-08-20,0.0,C059
C059_57,2023-08-21,2023-08-21,0.0,C059
C059_58,2023-08-22,2023-08-22,0.0,C059
C059_59,2023-08-23,2023-08-23,0.0,C059
C059_6,2023-01-25,2023-01-25,0.0,C059
C059_60,2023-08-29,2023-08-29,0.0,C059
C059_61,2023-08-31,2023-08-31,0.0,C059
C059_62,2023-09-02,2023-09-02,0.0,C059
C059_63,2023-09-06,2023-09-06,0.0,C059
C059_64,2023-09-08,2023-09-08,0.0,C059
C059_65,2023-09-10,2023-09-10,0.0,C059
C059_66,2023-09-15,2023-09-15,0.0,C059
C059_67,2023-09-18,2023-09-18,0.0,C059
C059_68,2023-09-20,2023-09-20,0.0,C059
C059_69,2023-09-22,2023-09-22,0.0,C059
C059_7,2023-01-26,2023-01-26,0.0,C059
C059_70,2023-09-25,2023-09-25,0.0,C059
C059_71,2023-09-27,2023-09-27,0.0,C059
C059_72,2023-10-01,2023-10-01,0.0,C059
C059_73,2023-10-02,2023-10-02,0.0,C059
C059_74,2023-10-04,2023-10-04,0.0,C059
C059_75,2023-10-05,2023-10-05,0.0,C059
C059_76,2023-10-09,2023-10-09,0.0,C059
C059_77,2023-10-10,2023-10-10,0.0,C059
C059_78,2023-10-11,2023-10-11,0.0,C059
C059_79,2023-10-14,2023-10-14,0.0,C059
C059_8,2023-01-28,2023-01-28,0.0,C059
C059_80,2023-10-25,2023-10-25,0.0,C059
C059_81,2023-10-27,2023-10-27,0.0,C059
C059_82,2023-10-29,2023-10-29,0.0,C059
C059_83,2023-10-31,2023-10-31,0.0,C059
C059_84,2023-11-08,2023-11-08,0.0,C059
C059_85,2023-11-10,2023-11-10,0.0,C059
C059_86,2023-11-12,2023-11-12,0.0,C059
C059_87,2023-11-16,2023-11-16,0.0,C059
C059_88,2023-11-17,2023-11-17,0.0,C059
C059_89,2023-11-18,2023-11-18,0.0,C059
C059_9,2023-02-07,2023-02-07,0.0,C059
C059_90,2023-11-23,2023-11-23,0.0,C059
C059_91,2023-12-01,2023-12-01,0.0,C059
C059_92,2023-12-05,2023-12-05,0.0,C059
C059_93,2023-12-13,2023-12-13,0.0,C059
C059_94,2023-12-16,2023-12-16,0.0,C059
C059_95,2023-12-17,2023-12-17,0.0,C059
C059_96,2023-12-19,2023-12-19,0.0,C059
C059_97,2023-12-21,2023-12-21,0.0,C059
C059_98,2023-12-29,2023-12-29,0.0,C059
C060_0,2023-01-04,2023-01-04,0.0,C060
C060_1,2023-01-05,2023-01-05,0.0,C060
C060_10,2023-01-28,2023-01-28,0.0,C060
C060_11,2023-01-29,2023-01-29,0.0,C060
C060_12,2023-02-01,2023-02-01,0.0,C060
C060_13,2023-02-12,2023-02-12,0.0,C060
C060_14,2023-02-16,2023-02-16,0.0,C060
C060_15,2023-02-17,2023-02-17,0.0,C060
C060_16,2023-02-21,2023-02-21,0.0,C060
C060_17,2023-02-24,2023-02-24,0.0,C060
C060_18,2023-03-04,2023-03-04,0.0,C060
C060_19,2023-03-06,2023-03-06,0.0,C060
C060_2,2023-01-11,2023-01-11,0.0,C060
C060_20,2023-03-08,2023-03-08,0.0,C060
C060_21,2023-03-23,2023-03-23,0.0,C060
C060_22,2023-03-29,2023-03-29,0.0,C060
C060_23,2023-04-01,2023-04-01,0.0,C060
C060_24,2023-04-05,2023-04-05,0.0,C060
C060_25,2023-04-07,2023-04-07,0.0,C060
C060_26,2023-04-19,2023-04-19,0.0,C060
C060_27,2023-04-24,2023-04-24,0.0,C060
C060_28,2023-04-25,2023-04-25,0.0,C060
C060_29,2023-05-01,2023-05-01,0.0,C060
C060_3,2023-01-16,2023-01-16,0.0,C060
C060_30,2023-05-07,2023-05-07,0.0,C060
C060_31,2023-05-16,2023-05-16,0.0,C060
C060_32,2023-05-20,2023-05-20,0.0,C060
C060_33,2023-05-23,2023-05-23,0.0,C060
C060_34,2023-06-03,2023-06-03,0.0,C060
C060_35,2023-06-17,2023-06-17,0.0,C060
C060_36,2023-06-19,2023-06-19,0.0,C060
C060_37,2023-06-22,2023-06-22,0.0,C060
C060_38,2023-06-23,2023-06-23,0.0,C060
C060_39,2023-06-26,2023-06-26,0.0,C060
C060_4,2023-01-18,2023-01-18,0.0,C060
C060_40,2023-07-04,2023-07-04,0.0,C060
C060_41,2023-07-09,2023-07-09,0.0,C060
C060_42,2023-07-14,2023-07-14,0.0,C060
C060_43,2023-07-15,2023-07-15,0.0,C060
C060_44,2023-07-17,2023-07-17,0.0,C060
C060_45,2023-07-18,2023-07-18,0.0,C060
C060_46,2023-07-22,2023-07-22,0.0,C060
C060_47,2023-07-24,2023-07-24,0.0,C060
C060_48,2023-07-28,2023-07-28,0.0,C060
C060_49,2023-07-29,2023-07-29,0.0,C060
C060_5,2023-01-20,2023-01-20,0.0,C060
C060_50,2023-08-06,2023-08-06,0.0,C060
C060_51,2023-08-10,2023-08-10,0.0,C060
C060_52,2023-08-15,2023-08-15,0.0,C060
C060_53,2023-08-24,2023-08-24,0.0,C060
C060_54,2023-08-28,2023-08-28,0.0,C060
C060_55,2023-09-03,2023-09-03,0.0,C060
C060_56,2023-09-04,2023-09-04,0.0,C060
C060_57,2023-09-07,2023-09-07,0.0,C060
C060_58,2023-09-11,2023-09-11,0.0,C060
C060_59,2023-09-16,2023-09-16,0.0,C060
C060_6,2023-01-21,2023-01-21,0.0,C060
C060_60,2023-09-17,2023-09-17,0.0,C060
C060_61,2023-09-20,2023-09-20,0.0,C060
C060_62,2023-09-23,2023-09-23,0.0,C060
C060_63,2023-09-28,2023-09-28,0.0,C060
C060_64,2023-09-30,2023-09-30,0.0,C060
C060_65,2023-10-07,2023-10-07,0.0,C060
C060_66,2023-10-14,2023-10-14,0.0,C060
C060_67,2023-10-18,2023-10-18,0.0,C060
C060_68,2023-10-20,2023-10-20,0.0,C060
C060_69,2023-10-24,2023-10-24,0.0,C060
C060_7,2023-01-22,2023-01-22,0.0,C060
C060_70,2023-10-26,2023-10-26,0.0,C060
C060_71,2023-11-02,2023-11-02,0.0,C060
C060_72,2023-11-09,2023-11-09,0.0,C060
C060_73,2023-11-10,2023-11-10,0.0,C060
C060_74,2023-11-15,2023-11-15,0.0,C060
C060_75,2023-11-17,2023-11-17,0.0,C060
C060_76,2023-11-22,2023-11-22,0.0,C060
C060_77,2023-11-25,2023-11-25,0.0,C060
C060_78,2023-11-27,2023-11-27,0.0,C060
C060_79,2023-11-28,2023-11-28,0.0,C060
C060_8,2023-01-23,2023-01-23,0.0,C060
C060_80,2023-12-03,2023-12-03,0.0,C060
C060_81,2023-12-04,2023-12-04,0.0,C060
C060_82,2023-12-06,2023-12-06,0.0,C060
C060_83,2023-12-07,2023-12-07,0.0,C060
C060_84,2023-12-09,2023-12-09,0.0,C060
C060_85,2023-12-12,2023-12-12,0.0,C060
C060_86,2023-12-16,2023-12-16,0.0,C060
C060_87,2023-12-23,2023-12-23,0.0,C060
C060_88,2023-12-24,2023-12-24,0.0,C060
C060_89,2023-12-27,2023-12-27,0.0,C060
C060_9,2023-01-24,2023-01-24,0.0,C060
C060_90,2023-12-28,2023-12-28,0.0,C060
C060_91,2023-12-30,2023-12-30,0.0,C060
C061_0,2023-01-02,2023-01-02,0.0,C061
C061_1,2023-01-03,2023-01-03,0.0,C061
C061_10,2023-02-09,2023-02-09,0.0,C061
C061_11,2023-02-19,2023-02-19,0.0,C061
C061_12,2023-02-28,2023-02-28,0.0,C061
C061_13,2023-03-01,2023-03-01,0.0,C061
C061_14,2023-03-02,2023-03-02,0.0,C061
C061_15,2023-03-04,2023-03-04,0.0,C061
C061_16,2023-03-08,2023-03-08,0.0,C061
C061_17,2023-03-09,2023-03-09,0.0,C061
C061_18,2023-03-13,2023-03-13,0.0,C061
C061_19,2023-03-17,2023-03-17,0.0,C061
C061_2,2023-01-15,2023-01-15,0.0,C061
C061_20,2023-03-19,2023-03-19,0.0,C061
C061_21,2023-03-20,2023-03-20,0.0,C061
C061_22,2023-03-28,2023-03-28,0.0,C061
C061_23,2023-03-29,2023-03-29,0.0,C061
C061_24,2023-03-30,2023-03-30,0.0,C061
C061_25,2023-03-31,2023-03-31,0.0,C061
C061_26,2023-04-08,2023-04-08,0.0,C061
C061_27,2023-04-09,2023-04-09,0.0,C061
C061_28,2023-04-10,2023-04-10,0.0,C061
C061_29,2023-04-12,2023-04-12,0.0,C061
C061_3,2023-01-18,2023-01-18,0.0,C061
C061_30,2023-04-16,2023-04-16,0.0,C061
C061_31,2023-04-17,2023-04-17,0.0,C061
C061_32,2023-04-25,2023-04-25,0.0,C061
C061_33,2023-04-28,2023-04-28,0.0,C061
C061_34,2023-04-30,2023-04-30,0.0,C061
C061_35,2023-05-05,2023-05-05,0.0,C061
C061_36,2023-05-10,2023-05-10,0.0,C061
C061_37,2023-05-16,2023-05-16,0.0,C061
C061_38,2023-05-22,2023-05-22,0.0,C061
C061_39,2023-05-24,2023-05-24,0.0,C061
C061_4,2023-01-19,2023-01-19,0.0,C061
C061_40,2023-05-26,2023-05-26,0.0,C061
C061_41,2023-06-06,2023-06-06,0.0,C061
C061_42,2023-06-10,2023-06-10,0.0,C061
C061_43,2023-06-11,2023-06-11,0.0,C061
C061_44,2023-06-12,2023-06-12,0.0,C061
C061_45,2023-06-16,2023-06-16,0.0,C061
C061_46,2023-06-23,2023-06-23,0.0,C061
C061_47,2023-06-24,2023-06-24,0.0,C061
C061_48,2023-06-25,2023-06-25,0.0,C061
C061_49,2023-06-26,2023-06-26,0.0,C061
C061_5,2023-01-21,2023-01-21,0.0,C061
C061_50,2023-06-27,2023-06-27,0.0,C061
C061_51,2023-06-29,2023-06-29,0.0,C061
C061_52,2023-07-02,2023-07-02,0.0,C061
C061_53,2023-07-08,2023-07-08,0.0,C061
C061_54,2023-07-21,2023-07-21,0.0,C061
C061_55,2023-07-24,2023-07-24,0.0,C061
C061_56,2023-07-27,2023-07-27,0.0,C061
C061_57,2023-07-28,2023-07-28,0.0,C061
C061_58,2023-08-02,2023-08-02,0.0,C061
C061_59,2023-08-06,2023-08-06,0.0,C061
C061_6,2023-01-28,2023-01-28,0.0,C061
C061_60,2023-08-09,2023-08-09,0.0,C061
C061_61,2023-08-19,2023-08-19,0.0,C061
C061_62,2023-08-26,2023-08-26,0.0,C061
C061_63,2023-08-30,2023-08-30,0.0,C061
C061_64,2023-09-02,2023-09-02,0.0,C061
C061_65,2023-09-11,2023-09-11,0.0,C061
C061_66,2023-10-03,2023-10-03,0.0,C061
C061_67,2023-10-04,2023-10-04,0.0,C061
C061_68,2023-10-07,2023-10-07,0.0,C061
C061_69,2023-10-29,2023-10-29,0.0,C061
C061_7,2023-01-29,2023-01-29,0.0,C061
C061_70,2023-10-30,2023-10-30,0.0,C061
C061_71,2023-11-01,2023-11-01,0.0,C061
C061_72,2023-11-04,2023-11-04,0.0,C061
C061_73,2023-11-07,2023-11-07,0.0,C061
C061_74,2023-11-08,2023-11-08,0.0,C061
C061_75,2023-11-23,2023-11-23,0.0,C061
C061_76,2023-11-24,2023-11-24,0.0,C061
C061_77,2023-12-02,2023-12-02,0.0,C061
C061_78,2023-12-05,2023-12-05,0.0,C061
C061_79,2023-12-23,2023-12-23,0.0,C061
C061_8,2023-02-04,2023-02-04,0.0,C061
C061_9,2023-02-07,2023-02-07,0.0,C061
C062_0,2023-01-01,2023-01-01,0.0,C062
C062_1,2023-01-04,2023-01-04,0.0,C062
C062_10,2023-02-06,2023-02-06,0.0,C062
C062_11,2023-02-07,2023-02-07,0.0,C062
C062_12,2023-02-09,2023-02-09,0.0,C062
C062_13,2023-02-19,2023-02-19,0.0,C062
C062_14,2023-02-20,2023-02-20,0.0,C062
C062_15,2023-02-28,2023-02-28,0.0,C062
C062_16,2023-03-03,2023-03-03,0.0,C062
C062_17,2023-03-05,2023-03-05,0.0,C062
C062_18,2023-03-12,2023-03-12,0.0,C062
C062_19,2023-03-15,2023-03-15,0.0,C062
C062_2,2023-01-10,2023-01-10,0.0,C062
C062_20,2023-03-24,2023-03-24,0.0,C062
C062_21,2023-03-26,2023-03-26,0.0,C062
C062_22,2023-03-28,2023-03-28,0.0,C062
C062_23,2023-03-29,2023-03-29,0.0,C062
C062_24,2023-04-01,2023-04-01,0.0,C062
C062_25,2023-04-02,2023-04-02,0.0,C062
C062_26,2023-04-03,2023-04-03,0.0,C062
C062_27,2023-04-04,2023-04-04,0.0,C062
C062_28,2023-04-09,2023-04-09,0.0,C062
C062_29,2023-04-11,2023-04-11,0.0,C062
C062_3,2023-01-11,2023-01-11,0.0,C062
C062_30,2023-04-15,2023-04-15,0.0,C062
C062_31,2023-04-17,2023-04-17,0.0,C062
C062_32,2023-04-22,2023-04-22,0.0,C062
C062_33,2023-04-25,2023-04-25,0.0,C062
C062_34,2023-04-28,2023-04-28,0.0,C062
C062_35,2023-05-02,2023-05-02,0.0,C062
C062_36,2023-05-11,2023-05-11,0.0,C062
C062_37,2023-05-19,2023-05-19,0.0,C062
C062_38,2023-05-20,2023-05-20,0.0,C062
C062_39,2023-05-22,2023-05-22,0.0,C062
C062_4,2023-01-18,2023-01-18,0.0,C062
C062_40,2023-05-23,2023-05-23,0.0,C062
C062_41,2023-05-28,2023-05-28,0.0,C062
C062_42,2023-06-01,2023-06-01,0.0,C062
C062_43,2023-06-02,2023-06-02,0.0,C062
C062_44,2023-06-03,2023-06-03,0.0,C062
C062_45,2023-06-05,2023-06-05,0.0,C062
C062_46,2023-06-06,2023-06-06,0.0,C062
C062_47,2023-06-07,2023-06-07,0.0,C062
C062_48,2023-06-16,2023-06-16,0.0,C062
C062_49,2023-06-17,2023-06-17,0.0,C062
C062_5,2023-01-19,2023-01-19,0.0,C062
C062_50,2023-06-19,2023-06-19,0.0,C062
C062_51,2023-06-23,2023-06-23,0.0,C062
C062_52,2023-06-24,2023-06-24,0.0,C062
C062_53,2023-06-27,2023-06-27,0.0,C062
C062_54,2023-06-30,2023-06-30,0.0,C062
C062_55,2023-07-01,2023-07-01,0.0,C062
C062_56,2023-07-07,2023-07-07,0.0,C062
